video_id,channelId,title,categoryId,publishedAt,view_count,likes,comment_count,sampled_comments,sample_coverage_ratio,owner_top_comments,total_top_comments,owner_replies,total_replies,threads_with_owner_reply,owner_comments_total,audience_comments_total,all_comments_total,owner_engagement_share,response_rate,label_success_views_q75,label_success_likes_q75,likes_per_view_ratio,label_success_lpv_q75,log_owner_engagement_share,log_response_rate
9nidKH8cM38,UCFMbX7frWZfuWdjAML0babA,TAXI CAB SLAYER KILLS 'TO KNOW HOW IT FEELS',27.0,2020-08-11 20:00:45+00:00,371463.0,20052.0,2042.0,266.0,0.1302644466209598,0.0,250.0,0.0,16.0,0.0,0.0,266.0,266.0,0.0,0.0,0,0,0.05398115020876911,0,0.0,0.0
DiQ2AieIo0Q,UCL0L7RQ8mrO10OLRlWPoq6A,Strongest Women VS Strongest Fish,17.0,2020-08-11 22:00:02+00:00,376857.0,11515.0,1378.0,395.0,0.2866473149492017,1.0,248.0,0.0,147.0,0.0,1.0,394.0,395.0,0.0025316455696202,0.0,0,0,0.030555356541075263,0,0.0025284463533586238,0.0
CezxKs9YLv0,UCMJbbWyIziiUamP5JKK9yAA,"Here's Why We Do Sponsored Videos, What Are Your Thoughts?",22.0,2020-08-11 22:41:31+00:00,101034.0,10333.0,7809.0,400.0,0.0512229478806505,1.0,250.0,0.0,150.0,0.0,1.0,399.0,400.0,0.0025,0.0,0,0,0.10227250232594969,1,0.002496880198587199,0.0
PT6hPvOqTYc,UCFp65-s_fyaBjVZbVyp--Kw,Being replaced.,22.0,2020-08-10 20:56:04+00:00,620603.0,44999.0,11467.0,548.0,0.0477893084503357,1.0,250.0,0.0,298.0,0.0,1.0,547.0,548.0,0.0018248175182481,0.0,0,0,0.07250851188279786,0,0.0018231545615150224,0.0
FDq9QC206eU,UCIOoP9FirTzjvgeAYTJWLcg,Koffee - Pressure (Lyric Video),10.0,2020-08-12 15:00:05+00:00,197494.0,18809.0,1120.0,250.0,0.2232142857142857,0.0,248.0,0.0,2.0,0.0,0.0,250.0,250.0,0.0,0.0,0,0,0.09523833635452217,1,0.0,0.0
KX06ksuS6Xo,UCZRdNleCgW-BGUJf-bbjzQg,Diljit Dosanjh: CLASH (Official) Music Video | G.O.A.T.,10.0,2020-08-11 07:30:02+00:00,13840792.0,347101.0,32512.0,389.0,0.0119648129921259,1.0,234.0,0.0,155.0,0.0,1.0,388.0,389.0,0.0025706940874035,0.0,1,1,0.025078116917008796,0,0.00256739550524572,0.0
aG8QsfDisdg,UCDrLGkZTcNCshOLiKi5NtEw,"Hundreds of looters target stores downtown, across Chicago overnight; 100 arrested",25.0,2020-08-11 00:19:12+00:00,365223.0,3642.0,5047.0,265.0,0.0525064394689914,0.0,250.0,0.0,15.0,0.0,0.0,265.0,265.0,0.0,0.0,0,0,0.00997198971587222,0,0.0,0.0
9AecsACtkB4,UCi7Zk9baY1tvdlgxIML8MXg,Watch Secret Service agents pull Trump from a press briefing after shooting outside the White House,25.0,2020-08-10 22:29:23+00:00,791556.0,6811.0,2832.0,271.0,0.0956920903954802,0.0,250.0,0.0,21.0,0.0,0.0,271.0,271.0,0.0,0.0,0,0,0.008604571249538883,0,0.0,0.0
GGEBtW2mWOk,UCkvK_5omS-42Ovgah8KRKtg,Addressing RUMORS About Me While Testing New Makeup,26.0,2020-08-09 19:00:30+00:00,3635239.0,152011.0,33959.0,297.0,0.008745840572455,0.0,249.0,0.0,48.0,0.0,0.0,297.0,297.0,0.0,0.0,1,1,0.04181595763029611,0,0.0,0.0
FopIxceEr8g,UCilwZiBBfI9X6yiZRzWty8Q,EXTREME Game of Hide and Seek in my NEW HOUSE!!,24.0,2020-08-10 17:09:53+00:00,3324310.0,214440.0,15177.0,399.0,0.0262897805890492,1.0,245.0,0.0,154.0,0.0,1.0,398.0,399.0,0.0025062656641604,0.0,1,1,0.0645066194187666,0,0.0025031302181185294,0.0
Mle7n1PuH9o,UCKrdjiuS66yXOdEZ_cOD_TA,Megan Thee Stallion | Revlon Makeup Tutorial,26.0,2020-08-10 16:07:25+00:00,846073.0,75120.0,5528.0,258.0,0.0466714905933429,0.0,249.0,0.0,9.0,0.0,0.0,258.0,258.0,0.0,0.0,0,0,0.08878666498044495,1,0.0,0.0
XsmkTqsygD4,UChFLDvWugOtrzxmUCAjfnGg,42 Dugg - Big 4's (Official Video),10.0,2020-08-10 21:02:21+00:00,816013.0,18831.0,767.0,298.0,0.3885267275097783,0.0,242.0,0.0,56.0,0.0,0.0,298.0,298.0,0.0,0.0,0,0,0.02307683823664574,0,0.0,0.0
5V2B28OqfqM,UCX6OQ3DkcsbYNE6H8uQQuVA,"I Spent $1,000,000 On Lottery Tickets and WON",24.0,2020-08-08 20:00:02+00:00,22082015.0,1330260.0,78684.0,384.0,0.0048802806161354,1.0,233.0,0.0,151.0,0.0,1.0,383.0,384.0,0.0026041666666666,0.0,1,1,0.06024178500014605,0,0.0026007817000573002,0.0
Aur7UgTGlL0,UCWJ2lWNubArHWmf3FIHbfcQ,"TRAIL BLAZERS at MAVERICKS | FULL GAME HIGHLIGHTS | August 11, 2020",17.0,2020-08-12 01:27:17+00:00,1142391.0,11212.0,3394.0,293.0,0.086328815556865,0.0,250.0,0.0,43.0,0.0,0.0,293.0,293.0,0.0,0.0,0,0,0.009814503090448016,0,0.0,0.0
HRPaFOs4vu4,UCvgfXK4nTYKudb0rFR6noLA,UFC 252 Embedded: Vlog Series - Episode 3,17.0,2020-08-12 17:23:43+00:00,632958.0,11801.0,2523.0,253.0,0.1002774474831549,0.0,249.0,0.0,4.0,0.0,0.0,253.0,253.0,0.0,0.0,0,0,0.01864420704059353,0,0.0,0.0
IuMAHR0OtH4,UC5qM39SKEWXUJxdAMC0JVVA,My dog goes swimming for the first time!,22.0,2020-08-06 21:30:14+00:00,361900.0,8205.0,545.0,302.0,0.5541284403669725,1.0,245.0,16.0,57.0,15.0,17.0,285.0,302.0,0.0562913907284768,0.0612244897959183,0,0,0.02267200884222161,0,0.05476408540997492,0.05942342047080068
N5KpIE2tz8M,UCElGBUWDCa05jRzc2PfmGqQ,Tom MacDonald - GRAVESTONES ALBUM,10.0,2020-08-10 15:58:26+00:00,556362.0,38409.0,5142.0,254.0,0.0493971217425126,0.0,249.0,0.0,5.0,0.0,0.0,254.0,254.0,0.0,0.0,0,0,0.06903598736074713,0,0.0,0.0
CyKAgXbEX3A,UCDKOsemhPLrK4JnsZqkxHLA,DLC「マニアクスパック」紹介PV ‐『真・女神転生III NOCTURNE HD REMASTER』,20.0,2020-08-12 03:00:13+00:00,249918.0,8488.0,1575.0,356.0,0.226031746031746,0.0,249.0,0.0,107.0,0.0,0.0,356.0,356.0,0.0,0.0,0,0,0.033963139909890444,0,0.0,0.0
